HCPCS,LongDesc
95977,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with complex cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
95977,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with complex cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
95977,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with complex cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
95983,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, first 15 minutes face-to-face time with physician or other qualified health care professional"
95983,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, first 15 minutes face-to-face time with physician or other qualified health care professional"
95983,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, first 15 minutes face-to-face time with physician or other qualified health care professional"
95984,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, each additional 15 minutes face-to-face time with physician or other qualified health care professional (List separately in addition to code for primary procedure)"
95984,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, each additional 15 minutes face-to-face time with physician or other qualified health care professional (List separately in addition to code for primary procedure)"
95984,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with brain neurostimulator pulse generator/transmitter programming, each additional 15 minutes face-to-face time with physician or other qualified health care professional (List separately in addition to code for primary procedure)"
96112,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; first hour"
96112,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; first hour"
96112,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; first hour"
96113,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; each additional 30 minutes (List separately in addition to code for primary procedure)"
96113,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; each additional 30 minutes (List separately in addition to code for primary procedure)"
96113,"Developmental test administration (including assessment of fine and/or gross motor, language, cognitive level, social, memory and/or executive functions by standardized developmental instruments when performed), by physician or other qualified health care professional, with interpretation and report; each additional 30 minutes (List separately in addition to code for primary procedure)"
96121,"Neurobehavioral status exam (clinical assessment of thinking, reasoning and judgment, [eg, acquired knowledge, attention, language, memory, planning and problem solving, and visual spatial abilities]), by physician or other qualified health care professional, both face-to-face time with the patient and time interpreting test results and preparing the report; each additional hour (List separately in addition to code for primary procedure)"
96121,"Neurobehavioral status exam (clinical assessment of thinking, reasoning and judgment, [eg, acquired knowledge, attention, language, memory, planning and problem solving, and visual spatial abilities]), by physician or other qualified health care professional, both face-to-face time with the patient and time interpreting test results and preparing the report; each additional hour (List separately in addition to code for primary procedure)"
96121,"Neurobehavioral status exam (clinical assessment of thinking, reasoning and judgment, [eg, acquired knowledge, attention, language, memory, planning and problem solving, and visual spatial abilities]), by physician or other qualified health care professional, both face-to-face time with the patient and time interpreting test results and preparing the report; each additional hour (List separately in addition to code for primary procedure)"
96130,"Psychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96130,"Psychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96130,"Psychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96131,"Psychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; each additional hour (List separately in addition to code for primary procedure)"
96131,"Psychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; each additional hour (List separately in addition to code for primary procedure)"
96132,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96132,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96132,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; first hour"
96133,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; each additional hour (List separately in addition to code for primary procedure)"
96133,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; each additional hour (List separately in addition to code for primary procedure)"
96133,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment planning and report, and interactive feedback to the patient, family member(s) or caregiver(s), when performed; each additional hour (List separately in addition to code for primary procedure)"
96136,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; first 30 minutes"
96136,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; first 30 minutes"
96136,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; first 30 minutes"
96137,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96137,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96137,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96138,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; first 30 minutes"
96138,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; first 30 minutes"
96138,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; first 30 minutes"
96138,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; first 30 minutes"
96139,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96139,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96139,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)"
96146,"Psychological or neuropsychological test administration, with single automated, standardized instrument via electronic platform, with automated result only"
96146,"Psychological or neuropsychological test administration, with single automated, standardized instrument via electronic platform, with automated result only"
97151,"Behavior identification assessment, administered by a physician or other qualified health care professional, each 15 minutes of the physician's or other qualified health care professional's time face-to-face with patient and/or guardian(s)/caregiver(s) administering assessments and discussing findings and recommendations, and non-face-to-face analyzing past data, scoring/interpreting the assessment, and preparing the report/treatment plan"
97151,"Behavior identification assessment, administered by a physician or other qualified health care professional, each 15 minutes of the physician's or other qualified health care professional's time face-to-face with patient and/or guardian(s)/caregiver(s) administering assessments and discussing findings and recommendations, and non-face-to-face analyzing past data, scoring/interpreting the assessment, and preparing the report/treatment plan"
97151,"Behavior identification assessment, administered by a physician or other qualified health care professional, each 15 minutes of the physician's or other qualified health care professional's time face-to-face with patient and/or guardian(s)/caregiver(s) administering assessments and discussing findings and recommendations, and non-face-to-face analyzing past data, scoring/interpreting the assessment, and preparing the report/treatment plan"
97152,"Behavior identification-supporting assessment, administered by one technician under the direction of a physician or other qualified health care professional, face-to-face with the patient, each 15 minutes"
97152,"Behavior identification-supporting assessment, administered by one technician under the direction of a physician or other qualified health care professional, face-to-face with the patient, each 15 minutes"
97152,"Behavior identification-supporting assessment, administered by one technician under the direction of a physician or other qualified health care professional, face-to-face with the patient, each 15 minutes"
97153,"Adaptive behavior treatment by protocol, administered by technician under the direction of a physician or other qualified health care professional, face-to-face with one patient, each 15 minutes"
97153,"Adaptive behavior treatment by protocol, administered by technician under the direction of a physician or other qualified health care professional, face-to-face with one patient, each 15 minutes"
97154,"Group adaptive behavior treatment by protocol, administered by technician under the direction of a physician or other qualified health care professional, face-to-face with two or more patients, each 15 minutes"
97154,"Group adaptive behavior treatment by protocol, administered by technician under the direction of a physician or other qualified health care professional, face-to-face with two or more patients, each 15 minutes"
97155,"Adaptive behavior treatment with protocol modification, administered by physician or other qualified health care professional, which may include simultaneous direction of technician, face-to-face with one patient, each 15 minutes"
97155,"Adaptive behavior treatment with protocol modification, administered by physician or other qualified health care professional, which may include simultaneous direction of technician, face-to-face with one patient, each 15 minutes"
97156,"Family adaptive behavior treatment guidance, administered by physician or other qualified health care professional (with or without the patient present), face-to-face with guardian(s)/caregiver(s), each 15 minutes"
97156,"Family adaptive behavior treatment guidance, administered by physician or other qualified health care professional (with or without the patient present), face-to-face with guardian(s)/caregiver(s), each 15 minutes"
97157,"Multiple-family group adaptive behavior treatment guidance, administered by physician or other qualified health care professional (without the patient present), face-to-face with multiple sets of guardians/caregivers, each 15 minutes"
97157,"Multiple-family group adaptive behavior treatment guidance, administered by physician or other qualified health care professional (without the patient present), face-to-face with multiple sets of guardians/caregivers, each 15 minutes"
97158,"Group adaptive behavior treatment with protocol modification, administered by physician or other qualified health care professional, face-to-face with multiple patients, each 15 minutes"
97158,"Group adaptive behavior treatment with protocol modification, administered by physician or other qualified health care professional, face-to-face with multiple patients, each 15 minutes"
99451,"Interprofessional telephone/Internet/electronic health record assessment and management service provided by a consultative physician, including a written report to the patient's treating/requesting physician or other qualified health care professional, 5 minutes or more of medical consultative time"
99451,"Interprofessional telephone/Internet/electronic health record assessment and management service provided by a consultative physician, including a written report to the patient's treating/requesting physician or other qualified health care professional, 5 minutes or more of medical consultative time"
99451,"Interprofessional telephone/Internet/electronic health record assessment and management service provided by a consultative physician, including a written report to the patient's treating/requesting physician or other qualified health care professional, 5 minutes or more of medical consultative time"
99451,"Interprofessional telephone/Internet/electronic health record assessment and management service provided by a consultative physician, including a written report to the patient's treating/requesting physician or other qualified health care professional, 5 minutes or more of medical consultative time"
99452,"Interprofessional telephone/Internet/electronic health record referral service(s) provided by a treating/requesting physician or other qualified health care professional, 30 minutes"
99452,"Interprofessional telephone/Internet/electronic health record referral service(s) provided by a treating/requesting physician or other qualified health care professional, 30 minutes"
99453,"Remote monitoring of physiologic parameter(s) (eg, weight, blood pressure, pulse oximetry, respiratory flow rate), initial; set-up and patient education on use of equipment"
99453,"Remote monitoring of physiologic parameter(s) (eg, weight, blood pressure, pulse oximetry, respiratory flow rate), initial; set-up and patient education on use of equipment"
99454,"Remote monitoring of physiologic parameter(s) (eg, weight, blood pressure, pulse oximetry, respiratory flow rate), initial; device(s) supply with daily recording(s) or programmed alert(s) transmission, each 30 days"
99454,"Remote monitoring of physiologic parameter(s) (eg, weight, blood pressure, pulse oximetry, respiratory flow rate), initial; device(s) supply with daily recording(s) or programmed alert(s) transmission, each 30 days"
99457,"Remote physiologic monitoring treatment management services, 20 minutes or more of clinical staff/physician/other qualified health care professional time in a calendar month requiring interactive communication with the patient/caregiver during the month"
99491,"Chronic care management services, provided personally by a physician or other qualified health care professional, at least 30 minutes of physician or other qualified health care professional time, per calendar month, with the following required elements: multiple (two or more) chronic conditions expected to last at least 12 months, or until the death of the patient; chronic conditions place the patient at significant risk of death, acute exacerbation/decompensation, or functional decline; comprehensive care plan established, implemented, revised, or monitored."
99491,"Chronic care management services, provided personally by a physician or other qualified health care professional, at least 30 minutes of physician or other qualified health care professional time, per calendar month, with the following required elements: multiple (two or more) chronic conditions expected to last at least 12 months, or until the death of the patient; chronic conditions place the patient at significant risk of death, acute exacerbation/decompensation, or functional decline; comprehensive care plan established, implemented, revised, or monitored."
A4563,"Rectal control system for vaginal insertion, for long term use, includes pump and all supplies and accessories, any type each"
A4563,"Rectal control system for vaginal insertion, for long term use, includes pump and all supplies and accessories, any type each"
A4563,"Rectal control system for vaginal insertion, for long term use, includes pump and all supplies and accessories, any type each"
A5514,"For diabetics only, multiple density insert, made by direct carving with cam technology from a rectified cad model created from a digitized scan of the patient, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer (or higher), includes arch filler and other shaping material, custom fabricated, each"
A5514,"For diabetics only, multiple density insert, made by direct carving with cam technology from a rectified cad model created from a digitized scan of the patient, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer (or higher), includes arch filler and other shaping material, custom fabricated, each"
A6460,"Synthetic resorbable wound dressing, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6461,"Synthetic resorbable wound dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
C1823,"Generator, neurostimulator (implantable), non-rechargeable, with transvenous sensing and stimulation leads"
C1823,"Generator, neurostimulator (implantable), non-rechargeable, with transvenous sensing and stimulation leads"
C8937,"Computer-aided detection, including computer algorithm analysis of breast mri image data for lesion detection/characterization, pharmacokinetic analysis, with further physician review for interpretation (list separately in addition to code for primary procedure)"
C8937,"Computer-aided detection, including computer algorithm analysis of breast mri image data for lesion detection/characterization, pharmacokinetic analysis, with further physician review for interpretation (list separately in addition to code for primary procedure)"
C8937,"Computer-aided detection, including computer algorithm analysis of breast mri image data for lesion detection/characterization, pharmacokinetic analysis, with further physician review for interpretation (list separately in addition to code for primary procedure)"
C9015,NULL
C9016,NULL
C9029,NULL
C9030,"Injection, copanlisib, 1 mg"
C9030,"Injection, copanlisib, 1 mg"
C9031,"Lutetium Lu 177, dotatate, therapeutic, 1 mCi"
C9031,"Lutetium Lu 177, dotatate, therapeutic, 1 mCi"
C9032,"Injection, voretigene neparvovec-rzyl, 1 billion vector genome"
C9032,"Injection, voretigene neparvovec-rzyl, 1 billion vector genome"
C9033,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg"
C9033,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg"
C9034,"Injection, dexamethasone 9%, intraocular, 1 mcg"
C9034,"Injection, dexamethasone 9%, intraocular, 1 mcg"
C9035,"Injection, aripiprazole lauroxil (aristada initio), 1 mg"
C9036,"Injection, patisiran, 0.1 mg"
C9037,"Injection, risperidone (perseris), 0.5 mg"
C9038,"Injection, mogamulizumab-kpkc, 1 mg"
C9039,"Injection, plazomicin, 5 mg"
C9407,"Iodine i-131 iobenguane, diagnostic, 1 millicurie"
C9408,"Iodine i-131 iobenguane, therapeutic, 1 millicurie"
C9488,NULL
C9738,NULL
C9745,NULL
C9746,NULL
C9747,NULL
C9748,NULL
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)"
C9752,"Destruction of intraosseous basivertebral nerve, first two vertebral bodies, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum"
C9752,"Destruction of intraosseous basivertebral nerve, first two vertebral bodies, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum"
C9752,"Destruction of intraosseous basivertebral nerve, first two vertebral bodies, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum"
C9753,"Destruction of intraosseous basivertebral nerve, each additional vertebral body, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum (list separately in addition to code for primary procedure)"
C9753,"Destruction of intraosseous basivertebral nerve, each additional vertebral body, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum (list separately in addition to code for primary procedure)"
C9753,"Destruction of intraosseous basivertebral nerve, each additional vertebral body, including imaging guidance (e.g., fluoroscopy), lumbar/sacrum (list separately in addition to code for primary procedure)"
D0412,BLOOD GLUCOSE LEVEL TEST  IN-OFFICE USING A GLUCOSE METER
D0412,BLOOD GLUCOSE LEVEL TEST  IN-OFFICE USING A GLUCOSE METER
D0412,BLOOD GLUCOSE LEVEL TEST  IN-OFFICE USING A GLUCOSE METER
D1516,"SPACE MAINTAINER  FIXED  BILATERAL, MAXILLARY"
D1517,"SPACE MAINTAINER  FIXED  BILATERAL, MANDIBULAR"
D1526,"SPACE MAINTAINER  REMOVABLE  BILATERAL, MAXILLARY"
D1527,"SPACE MAINTAINER  REMOVABLE  BILATERAL, MANDIBULAR"
D5282,"REMOVABLE UNILATERAL PARTIAL DENTURE  ONE PIECE CAST METAL (INCLUDING CLASPS AND TEETH), MAXILLARY"
D5283,"REMOVABLE UNILATERAL PARTIAL DENTURE  ONE PIECE CAST METAL (INCLUDING CLASPS AND TEETH), MANDIBULAR"
D7979,NULL
D9995,NULL
D9995,NULL
E0447,"Portable oxygen contents, liquid, 1 month's supply = 1 unit, prescribed amount at rest or nighttime exceeds 4 liters per minute (lpm)"
E0467,"Home ventilator, multi-function respiratory device, also performs any or all of the additional functions of oxygen concentration, drug nebulization, aspiration, and cough stimulation, includes all accessories, components and supplies for all functions"
E0467,"Home ventilator, multi-function respiratory device, also performs any or all of the additional functions of oxygen concentration, drug nebulization, aspiration, and cough stimulation, includes all accessories, components and supplies for all functions"
G9890,NULL
G9899,NULL
G9900,NULL
G9902,NULL
G9904,NULL
G9948,NULL
G9948,NULL
G9949,NULL
G9954,NULL
G9955,NULL
G9956,NULL
G9978,"Remote in-home visit for the evaluation and management of a new patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires these 3 key components:• A problem focused history;• A problem focused examination; and• Straightforward medical decision making, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are self limited or minor. Typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9979,"Remote in-home visit for the evaluation and management of a new patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires these 3 key components:• An expanded problem focused history;• An expanded problem focused examination;• Straightforward medical decision making, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of low to moderate severity. Typically, 20 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9980,"Remote in-home visit for the evaluation and management of a new patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires these 3 key components:• A detailed history;• A detailed examination;• Medical decision making of low complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of moderate severity. Typically, 30 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9981,"Remote in-home visit for the evaluation and management of a new patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires these 3 key components:• A comprehensive history;• A comprehensive examination;• Medical decision making of moderate complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of moderate to high severity. Typically, 45 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9982,"Remote in-home visit for the evaluation and management of a new patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires these 3 key components:• A comprehensive history;• A comprehensive examination;• Medical decision making of high complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of moderate to high severity. Typically, 60 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9983,"Remote in-home visit for the evaluation and management of an established patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires at least 2 of the following 3 key components:• A problem focused history;• A problem focused examination;• Straightforward medical decision making, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are self limited or minor. Typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9984,"Remote in-home visit for the evaluation and management of an established patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires at least 2 of the following 3 key components:• An expanded problem focused history;• An expanded problem focused examination;• Medical decision making of low complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of low to moderate severity. Typically, 15 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9985,"Remote in-home visit for the evaluation and management of an established patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires at least 2 of the following 3 key components:• A detailed history;• A detailed examination;• Medical decision making of moderate complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of moderate to high severity. Typically, 25 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9986,"Remote in-home visit for the evaluation and management of an established patient for use only in a Medicare-approved Bundled Payments for Care Improvement Advanced (BPCI Advanced) model episode of care, which requires at least 2 of the following 3 key components:• A comprehensive history;• A comprehensive examination;• Medical decision making of high complexity, furnished in real time using interactive audio and video technology.Counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. Usually, the presenting problem(s) are of moderate to high severity. Typically, 40 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology."
G9987,"Bundled Payments for Care Improvement Advanced (BPCI Advanced) model home visit for patient assessment performed by clinical staff for an individual not considered homebound, including, but not necessarily limited to patient assessment of clinical status, safety/fall prevention, functional status/ambulation, medication reconciliation/management, compliance with orders/plan of care, performance of activities of daily living, and ensuring beneficiaryconnections to community and other services; for use only for a BPCI Advanced model episode of care; may not be billed for a 30-day period covered by a transitional care management code."
G9987,"Bundled Payments for Care Improvement Advanced (BPCI Advanced) model home visit for patient assessment performed by clinical staff for an individual not considered homebound, including, but not necessarily limited to patient assessment of clinical status, safety/fall prevention, functional status/ambulation, medication reconciliation/management, compliance with orders/plan of care, performance of activities of daily living, and ensuring beneficiaryconnections to community and other services; for use only for a BPCI Advanced model episode of care; may not be billed for a 30-day period covered by a transitional care management code."
J0584,"Injection, burosumab-twza 1 mg"
J0841,"Injection, crotalidae immune f(ab')2 (equine), 120 mg"
J1746,"Injection, ibalizumab-uiyk, 10 mg"
J2186,"Inj., meropenem, vaborbactam"
