NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy,Comments
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",G8905,I INTEND TO REPORT THE CARDIOVASCULAR PREVENTION MEASURES GROUP,17.96007124,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",G9673,I INTEND TO REPORT THE CARDIOVASCULAR PREVENTION MEASURES GROUP,17.96007124,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",49.72654316,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",G9121,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, LIMITED TO FOLLICULAR LYMPHOMA, MANTLE CELL LYMPHOMA, DIFFUSE LARGE B-CELL LYMPHOMA, SMALL LYMPHOCYTIC LYMPHOMA; RELAPSED/REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",49.22525987,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",G9119,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, LIMITED TO FOLLICULAR LYMPHOMA, MANTLE CELL LYMPHOMA, DIFFUSE LARGE B-CELL LYMPHOMA, SMALL LYMPHOCYTIC LYMPHOMA; STAGE III, IV NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",47.51705875,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",G9118,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, LIMITED TO FOLLICULAR LYMPHOMA, MANTLE CELL LYMPHOMA, DIFFUSE LARGE B-CELL LYMPHOMA, SMALL LYMPHOCYTIC LYMPHOMA; STAGE I, II AT DIAGNOSIS, NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",47.4585679,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",46.72584306,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",0047U,"Oncology (prostate), mRNA, gene expression profiling by real-time RT-PCR of 17 genes (12 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a risk score",46.09729039,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",G9122,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, LIMITED TO FOLLICULAR LYMPHOMA, MANTLE CELL LYMPHOMA, DIFFUSE LARGE B-CELL LYMPHOMA, SMALL LYMPHOCYTIC LYMPHOMA; DIAGNOSTIC EVALUATION, STAGE NOT DETERMINED, EVALUATION OF POSSIBLE RELAPSE OR NON-RESPONSE TO THERAPY, OR NOT LISTED  (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",45.01921921,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",G9120,ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA; TRANSFORMED FROM FOLLICULAR LYMPHOMA TO DIFFUSE LARGE B-CELL LYMPHOMA (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT),44.61219873,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",0045U,"Oncology (breast ductal carcinoma in situ), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",44.33946312,Present in Autoproposal
0120U,"Oncology (B-cell lymphoma classification), mRNA, gene expression profiling by fluorescent probe hybridization of 58
genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded
tissue, algorithm reported as likelihood for
primary mediastinal B-cell lymphoma (PMBCL) and diffuse large B-cell lymphoma (DLBCL) with cell of origin subtyping in the latter",0081U,"Oncology (uveal melanoma), mRNA, gene-expression profiling by real-time RT-PCR of 15 genes (12 content and 3 housekeeping genes), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis",44.19426635,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",C1765,ADHESION BARRIER,34.56748325,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",S3850,GENETIC TESTING FOR SICKLE CELL ANEMIA,32.4996038,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",C8100,"ADHESION BARRIER, ADCON-L",25.21185792,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",P9010,"BLOOD (WHOLE), FOR TRANSFUSION, PER UNIT",25.17001672,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",84295,"Sodium; serum, plasma or whole blood",23.48553868,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",82465,"Cholesterol, serum or whole blood, total",22.95947472,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",82040,"Albumin; serum, plasma or whole blood",22.44281749,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",85041,"Blood count; red blood cell (RBC), automated",22.1670017,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",84132,"Potassium; serum, plasma or whole blood",22.09991338,Present in Autoproposal
0121U,"Sickle cell disease, microfluidic flow adhesion (VCAM-1), whole blood",88182,"Flow cytometry, cell cycle or DNA analysis",21.31845024,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",C1765,ADHESION BARRIER,34.56748325,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",S3850,GENETIC TESTING FOR SICKLE CELL ANEMIA,32.4996038,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",C8100,"ADHESION BARRIER, ADCON-L",25.21185792,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",P9010,"BLOOD (WHOLE), FOR TRANSFUSION, PER UNIT",25.17001672,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",84295,"Sodium; serum, plasma or whole blood",23.48553868,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",82465,"Cholesterol, serum or whole blood, total",22.95947472,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",82040,"Albumin; serum, plasma or whole blood",22.44281749,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",85041,"Blood count; red blood cell (RBC), automated",22.1670017,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",84132,"Potassium; serum, plasma or whole blood",22.09991338,Present in Autoproposal
0122U,"Sickle cell disease, microfluidic flow adhesion (P-Selectin), whole blood",88182,"Flow cytometry, cell cycle or DNA analysis",21.31845024,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",85547,"Mechanical fragility, RBC",63.70940503,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",85557,"Osmotic fragility, RBC; incubated",37.08412127,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",85555,"Osmotic fragility, RBC; unincubated",36.65849701,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",E1004,"WHEELCHAIR ACCESSORY, POWER SEATING SYSTEM, RECLINE ONLY, WITH MECHANICAL SHEAR REDUCTION",26.5627547,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",E1007,"WHEELCHAIR ACCESSORY, POWER SEATING SYSTEM, COMBINATION TILT AND RECLINE, WITH MECHANICAL SHEAR REDUCTION",25.36072791,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",82482,Cholinesterase; RBC,21.54717511,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",82759,"Galactokinase, RBC",20.62987667,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",82747,Folic acid; RBC,19.26718459,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",84202,"Protoporphyrin, RBC; quantitative",19.12261277,Present in Autoproposal
0123U,"Mechanical fragility, RBC, shear stress and spectral analysis profiling",84203,"Protoporphyrin, RBC; screen",18.43864523,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81510,"Fetal congenital abnormalities, biochemical assays of three analytes (AFP, uE3, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",59.86542982,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81508,"Fetal congenital abnormalities, biochemical assays of two proteins (PAPP-A, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",57.75754664,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81512,"Fetal congenital abnormalities, biochemical assays of five analytes (AFP, uE3, total hCG, hyperglycosylated hCG, DIA) utilizing maternal serum, algorithm reported as a risk score",55.80749521,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81509,"Fetal congenital abnormalities, biochemical assays of three proteins (PAPP-A, hCG [any form], DIA), utilizing maternal serum, algorithm reported as a risk score",54.99011489,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",52.59550131,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81507,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",34.19716319,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",0005M,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",34.19716319,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21",34.1474636,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",0009M,"Fetal aneuploidy (trisomy 21, and 18) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",30.83343715,Present in Autoproposal
0124U,"Fetal congenital abnormalities, biochemical assays of 3 analytes (free beta-hCG, PAPP-A, AFP), time-resolved
fluorescence immunoassay, maternal
dried-blood spot, algorithm reported as risk scores for fetal trisomies 13/18 and 21",83663,Fetal lung maturity assessment; fluorescence polarization,23.71750007,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81510,"Fetal congenital abnormalities, biochemical assays of three analytes (AFP, uE3, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",56.89938178,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81508,"Fetal congenital abnormalities, biochemical assays of two proteins (PAPP-A, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",55.17119137,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81512,"Fetal congenital abnormalities, biochemical assays of five analytes (AFP, uE3, total hCG, hyperglycosylated hCG, DIA) utilizing maternal serum, algorithm reported as a risk score",52.78860224,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81509,"Fetal congenital abnormalities, biochemical assays of three proteins (PAPP-A, hCG [any form], DIA), utilizing maternal serum, algorithm reported as a risk score",52.52768388,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",49.76677887,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81507,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",31.53352255,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",0005M,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",31.53352255,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21",29.86302913,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",0009M,"Fetal aneuploidy (trisomy 21, and 18) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",28.53898242,Present in Autoproposal
0125U,"Fetal congenital abnormalities and perinatal complications, biochemical assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and
inhibin-A), time-resolved fluorescence immunoassay, maternal serum, algorithm reported as risk scores for fetal trisomies
13/18, 21, and preeclampsia",S3626,"MATERNAL SERUM QUADRUPLE MARKER SCREEN INCLUDING ALPHA-FETOPROTEIN (AFP), ESTRIOL, HUMAN CHORIONIC GONADOTROPIN (HCG) AND INHIBIN A",26.5516045,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81510,"Fetal congenital abnormalities, biochemical assays of three analytes (AFP, uE3, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",51.44356988,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81508,"Fetal congenital abnormalities, biochemical assays of two proteins (PAPP-A, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",50.12621212,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81509,"Fetal congenital abnormalities, biochemical assays of three proteins (PAPP-A, hCG [any form], DIA), utilizing maternal serum, algorithm reported as a risk score",47.72443298,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81512,"Fetal congenital abnormalities, biochemical assays of five analytes (AFP, uE3, total hCG, hyperglycosylated hCG, DIA) utilizing maternal serum, algorithm reported as a risk score",47.50085129,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",44.79641068,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21",35.99137199,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",0005M,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",34.51053173,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",81507,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",34.51053173,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",0009M,"Fetal aneuploidy (trisomy 21, and 18) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",32.14769254,Present in Autoproposal
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",83033,"Hemoglobin; F (fetal), qualitative",29.5464342,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81510,"Fetal congenital abnormalities, biochemical assays of three analytes (AFP, uE3, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",46.6925029,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81508,"Fetal congenital abnormalities, biochemical assays of two proteins (PAPP-A, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",43.70689832,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",42.10846209,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81509,"Fetal congenital abnormalities, biochemical assays of three proteins (PAPP-A, hCG [any form], DIA), utilizing maternal serum, algorithm reported as a risk score",41.61269825,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81512,"Fetal congenital abnormalities, biochemical assays of five analytes (AFP, uE3, total hCG, hyperglycosylated hCG, DIA) utilizing maternal serum, algorithm reported as a risk score",39.85865504,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81500,"Oncology (ovarian), biochemical assays of two proteins (CA-125 and HE4), utilizing serum, with menopausal status, algorithm reported as a risk score",31.19353444,Present in Autoproposal
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",81503,"Oncology (ovarian), biochemical assays of five proteins (CA-125, apolipoprotein A1, beta-2 microglobulin, transferrin, and pre-albumin), utilizing serum, algorithm reported as a risk score",27.58813126,Present in Autoproposal
