NewCode,NewCodeDesc,SameSimCode,CPTDesc,Comments
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81216,"BRCA2 (breast cancer 2) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81297,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81294,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81300,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81215,"BRCA1 (breast cancer 1) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",81217,"BRCA2 (breast cancer 2) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Present in Autoproposal
0103U,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], EPCAM [deletion/duplication only]",82657,"Enzyme activity in blood cells, cultured cells, or tissue, not elsewhere specified; nonradioactive substrate, each specimen",Present only by MD
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81433,"Hereditary breast cancer-related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer); duplication/deletion analysis panel, must include analyses for BRCA1, BRCA2, MLH1, MSH2, and STK11",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81432,"Hereditary breast cancer-related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer); genomic sequence analysis panel, must include sequencing of at least 10 genes, always including BRCA1, BRCA2, CDH1, MLH1, MSH2, MSH6, PALB2, PTEN, STK11, and TP53",Present Both in MD and Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81213,"BRCA1, BRCA2 (breast cancer 1 and 2) (eg, hereditary breast and ovarian cancer) gene analysis; uncommon duplication/deletion variants",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81162,"BRCA1, BRCA2 (breast cancer 1 and 2) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis and full duplication/deletion analysis",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81216,"BRCA2 (breast cancer 2) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81297,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81294,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81215,"BRCA1 (breast cancer 1) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81217,"BRCA2 (breast cancer 2) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81300,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Present in Autoproposal
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81436,"Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma syndrome, Cowden syndrome, familial adenomatosis polyposis); duplication/deletion analysis panel, must include analysis of at least 5 genes, including MLH1, MSH2, EPCAM, SMAD4, and STK11",Present only by MD
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81445,"Targeted genomic sequence analysis panel, solid organ neoplasm, DNA analysis, and RNA analysis when performed, 5-50 genes (eg, ALK, BRAF, CDKN2A, EGFR, ERBB2, KIT, KRAS, NRAS, MET, PDGFRA, PDGFRB, PGR, PIK3CA, PTEN, RET), interrogation for sequence variants and copy number variants or rearrangements, if performed",Present only by MD
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",81435,"Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma syndrome, Cowden syndrome, familial adenomatosis polyposis); genomic sequence analysis panel, must include sequencing of at least 10 genes, including APC, BMPR1A, CDH1, MLH1, MSH2, MSH6, MUTYH, PTEN, SMAD4, and STK11",Present only by MD
0104U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), genomic sequence analysis panel utilizing a combination of NGS, Sanger, MLPA, and array CGH, with MRNA analytics to resolve variants of unknown significance when indicated (32 genes [sequencing and deletion/duplication], EPCAM and GREM1 [deletion/duplication only])",82657,"Enzyme activity in blood cells, cultured cells, or tissue, not elsewhere specified; nonradioactive substrate, each specimen",Present only by MD
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",0484T,"Transcatheter mitral valve implantation/replacement (TMVI) with prosthetic valve; transthoracic exposure (eg, thoracotomy, transapical)",Present Both in MD and Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",33418,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed; initial prosthesis",Present Both in MD and Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",0343T,Transcatheter mitral valve repair percutaneous approach including transseptal puncture when performed; initial prosthesis,Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",0483T,"Transcatheter mitral valve implantation/replacement (TMVI) with prosthetic valve; percutaneous approach, including transseptal puncture, when performed",Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",33430,"Replacement, mitral valve, with cardiopulmonary bypass",Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",Present Both in MD and Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",93307,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography",Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",33425,"Valvuloplasty, mitral valve, with cardiopulmonary bypass",Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",C8929,"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",Present in Autoproposal
0543T,"""Transapical mitral valve repair, including transthoracic echocardiography, when performed, with placement of artificial chordae tendineae",92987,Percutaneous balloon valvuloplasty; mitral valve,Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",0483T,"Transcatheter mitral valve implantation/replacement (TMVI) with prosthetic valve; percutaneous approach, including transseptal puncture, when performed",Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",0343T,Transcatheter mitral valve repair percutaneous approach including transseptal puncture when performed; initial prosthesis,Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",33418,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed; initial prosthesis",Present Both in MD and Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",33419,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed; additional prosthesis(es) during same session (List separately in addition to code for primary procedure)",Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",0344T,Transcatheter mitral valve repair percutaneous approach including transseptal puncture when performed; additional prosthesis (es) during same session (List separately in addition to code for primary procedure),Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",33411,"Replacement, aortic valve; with aortic annulus enlargement, noncoronary sinus",Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",0345T,Transcatheter mitral valve repair percutaneous approach via the coronary sinus,Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",33412,"Replacement, aortic valve; with transventricular aortic annulus enlargement (Konno procedure)",Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",33477,"Transcatheter pulmonary valve implantation, percutaneous approach, including pre-stenting of the valve delivery site, when performed",Present in Autoproposal
0544T,"Transcatheter mitral valve annulus reconstruction, with implantation of adjustable annulus reconstruction device, percutaneous approach including transseptal puncture",93590,"Percutaneous transcatheter closure of paravalvular leak; initial occlusion device, mitral valve",Present Both in MD and Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33411,"Replacement, aortic valve; with aortic annulus enlargement, noncoronary sinus",Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33412,"Replacement, aortic valve; with transventricular aortic annulus enlargement (Konno procedure)",Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33477,"Transcatheter pulmonary valve implantation, percutaneous approach, including pre-stenting of the valve delivery site, when performed",Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",D7858,JOINT RECONSTRUCTION,Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",0483T,"Transcatheter mitral valve implantation/replacement (TMVI) with prosthetic valve; percutaneous approach, including transseptal puncture, when performed",Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33465,"Replacement, tricuspid valve, with cardiopulmonary bypass",Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33361,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; percutaneous femoral artery approach,Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33464,"Valvuloplasty, tricuspid valve; with ring insertion",Present Both in MD and Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",0345T,Transcatheter mitral valve repair percutaneous approach via the coronary sinus,Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",53443,RECONSTRUCTION OF URETHRA,Present in Autoproposal
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",93590,"Percutaneous transcatheter closure of paravalvular leak; initial occlusion device, mitral valve",Present only by MD
0545T,"Transcatheter tricuspid valve annulus reconstruction with implantation of adjustable annulus reconstruction device, percutaneous approach",33418,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed; initial prosthesis",Present only by MD
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",0353T,"Optical coherence tomography of breast, surgical cavity; real-time intraoperative",Present Both in MD and Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",0443T,"Real-time spectral analysis of prostate tissue by fluorescence spectroscopy, including imaging guidance (List separately in addition to code for primary procedure)",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",76700,"Ultrasound, abdominal, real time with image documentation; complete",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",D6104,BONE GRAFT AT TIME OF IMPLANT PLACEMENT,Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",76645,"Ultrasound, breast(s) (unilateral or bilateral), real time with image documentation",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",0351T,"Optical coherence tomography of breast or axillary lymph node, excised tissue, each specimen; real-time intraoperative",Present Both in MD and Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",19304,"Mastectomy, subcutaneous",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",76880,"Ultrasound, extremity, nonvascular, real time with image documentation",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",96125,"Standardized cognitive performance testing (eg, Ross Information Processing Assessment) per hour of a qualified health care professional's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",Present in Autoproposal
0546T,"Radiofrequency spectroscopy, real time, intraoperative margin assessment, at the time of partial mastectomy, with report",19298,"Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",G9636,HEALTH-RELATED QUALITY OF LIFE NOT ASSESSED WITH TOOL DURING AT LEAST TWO VISITS OR QUALITY OF LIFE SCORE DECLINED,Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27705,Osteotomy; tibia,Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",G9634,HEALTH-RELATED QUALITY OF LIFE ASSESSED WITH TOOL DURING AT LEAST TWO VISITS AND QUALITY OF LIFE SCORE REMAINED THE SAME OR IMPROVED,Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27645,Radical resection of tumor; tibia,Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27638,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; with allograft",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27635,"Excision or curettage of bone cyst or benign tumor, tibia or fibula",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27709,Osteotomy; tibia and fibula,Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",27827,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",Present in Autoproposal
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",77080,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)",Present only by MD
0547T,"Bone-material quality testing by microindentation(s) of the tibia(s), with results reported as a score",77081,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Present only by MD
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",55875,"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",53040,Drainage of deep periurethral abscess,Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",G0261,"PROSTATE BRACHYTHERAPY USING PERMANENTLY IMPLANTED IODINE SEEDS, INCLUDING TRANSPERINEAL PLACEMENT OF NEEDLES OR CATHETERS INTO THE PROSTATE, CYSTOSCOPY AND APPLICATION OF PERMANENT INTERSTITIAL RADIATION SOURCE",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",50947,"Laparoscopy, surgical; ureteroneocystostomy with cystoscopy and ureteral stent placement",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",50948,"Laparoscopy, surgical; ureteroneocystostomy without cystoscopy and ureteral stent placement",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",55874,"Transperineal placement of biodegradable material, peri-prostatic, single or multiple injection(s), including image guidance, when performed",Present Both in MD and Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",0219T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; cervical",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",0220T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; thoracic",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",0221T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; lumbar",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",52347,"CYSTOSCOPY, RESECT DUCTS",Present in Autoproposal
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",C9746,"TRANSPERINEAL IMPLANTATION OF PERMANENT ADJUSTABLE BALLOON CONTINENCE DEVICE, WITH CYSTOURETHROSCOPY, WHEN PERFORMED AND/OR FLUOROSCOPY, WHEN PERFORMED",Present only by MD
0548T,"Transperineal periurethral balloon continence device; bilateral placement, including cystoscopy and fluoroscopy",52441,"Cystourethroscopy, with insertion of permanent adjustable transprostatic implant; single implant",Present only by MD
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",55875,"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",53040,Drainage of deep periurethral abscess,Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",G0261,"PROSTATE BRACHYTHERAPY USING PERMANENTLY IMPLANTED IODINE SEEDS, INCLUDING TRANSPERINEAL PLACEMENT OF NEEDLES OR CATHETERS INTO THE PROSTATE, CYSTOSCOPY AND APPLICATION OF PERMANENT INTERSTITIAL RADIATION SOURCE",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",50947,"Laparoscopy, surgical; ureteroneocystostomy with cystoscopy and ureteral stent placement",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",50948,"Laparoscopy, surgical; ureteroneocystostomy without cystoscopy and ureteral stent placement",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",55874,"Transperineal placement of biodegradable material, peri-prostatic, single or multiple injection(s), including image guidance, when performed",Present Both in MD and Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",0219T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; cervical",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",0220T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; thoracic",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",0221T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; lumbar",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",52347,"CYSTOSCOPY, RESECT DUCTS",Present in Autoproposal
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",52441,"Cystourethroscopy, with insertion of permanent adjustable transprostatic implant; single implant",Present only by MD
0549T,"Transperineal periurethral balloon continence device; unilateral placement, including cystoscopy and fluoroscopy",C9746,"TRANSPERINEAL IMPLANTATION OF PERMANENT ADJUSTABLE BALLOON CONTINENCE DEVICE, WITH CYSTOURETHROSCOPY, WHEN PERFORMED AND/OR FLUOROSCOPY, WHEN PERFORMED",Present only by MD
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",33968,"Removal of intra-aortic balloon assist device, percutaneous",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",53040,Drainage of deep periurethral abscess,Present in Autoproposal
