CPTCode,CPTLongDesc
87070,CULTURE OTHR SPECIMN AEROBIC
87071,CULTURE AEROBIC QUANT OTHER
87072,CULT/DIRECT BACT ID EA KIT NOT URIN
87073,CULTURE BACTERIA ANAEROBIC
87075,CULTR BACTERIA EXCEPT BLOOD
87076,CULTURE ANAEROBE IDENT EACH
88305,TISSUE EXAM BY PATHOLOGIST
88307,TISSUE EXAM BY PATHOLOGIST
G9157,TRANSESOPH DOPPL CARDIAC MON
82150,ASSAY OF AMYLASE
82154,ANDROSTANEDIOL GLUCURONIDE
82155,DELETED CODE
82156,DELETED CODE
82157,ASSAY OF ANDROSTENEDIONE
82159,DELETED CODE
82160,ASSAY OF ANDROSTERONE
82163,ASSAY OF ANGIOTENSIN II
82164,ANGIOTENSIN I ENZYME TEST
82165,DELETED CODE
82168,DELETED CODE
82170,DELETED CODE
82172,ASSAY OF APOLIPOPROTEIN
82173,DELETED CODE
82175,ASSAY OF ARSENIC
82180,ASSAY OF ASCORBIC ACID
82190,ATOMIC ABSORPTION
82205,ASSAY OF BARBITURATES
82210,DELETED CODE
82225,DELETED CODE
82230,DELETED CODE
82231,DELETED CODE
82232,ASSAY OF BETA-2 PROTEIN
82235,DELETED CODE
82236,DELETED CODE
82239,BILE ACIDS TOTAL
82240,BILE ACIDS CHOLYLGLYCINE
82245,DELETED CODE
82247,BILIRUBIN TOTAL
82248,BILIRUBIN DIRECT
82250,DELETED CODE
82251,BILI; TOT & DIRECT
82252,FECAL BILIRUBIN TEST
82260,DELETED CODE
82261,ASSAY OF BIOTINIDASE
82265,DELETED CODE
82268,DELETED CODE
82270,OCCULT BLOOD FECES
82271,OCCULT BLOOD OTHER SOURCES
82272,OCCULT BLD FECES 1-3 TESTS
82273,"TEST FOR BLOOD, OTHER SOURCE"
82274,ASSAY TEST FOR BLOOD FECAL
84488,TEST FECES FOR TRYPSIN
84490,ASSAY OF FECES FOR TRYPSIN
84510,ASSAY OF TYROSINE
84512,ASSAY OF TROPONIN QUAL
84520,ASSAY OF UREA NITROGEN
84525,UREA NITROGEN SEMI-QUANT
84540,ASSAY OF URINE/UREA-N
84545,UREA-N CLEARANCE TEST
84550,ASSAY OF BLOOD/URIC ACID
84555,DELETED CODE
84560,ASSAY OF URINE/URIC ACID
84565,DELETED CODE
84570,DELETED CODE
84575,DELETED CODE
84577,ASSAY OF FECES/UROBILINOGEN
84578,TEST URINE UROBILINOGEN
84580,ASSAY OF URINE UROBILINOGEN
84583,ASSAY OF URINE UROBILINOGEN
84584,DELETED CODE
84585,ASSAY OF URINE VMA
84586,ASSAY OF VIP
84588,ASSAY OF VASOPRESSIN
84589,DELETED CODE
84590,ASSAY OF VITAMIN A
84591,ASSAY OF NOS VITAMIN
84595,DELETED CODE
84597,ASSAY OF VITAMIN K
84600,ASSAY OF VOLATILES
84605,DELETED CODE
84610,DELETED CODE
84613,DELETED CODE
84615,DELETED CODE
84620,XYLOSE TOLERANCE TEST
84630,ASSAY OF ZINC
84635,DELETED CODE
84645,DELETED CODE
84680,DELETED CODE
84681,ASSAY OF C-PEPTIDE
84695,DELETED CODE
84701,DELETED CODE
84702,CHORIONIC GONADOTROPIN TEST
84703,CHORIONIC GONADOTROPIN ASSAY
84800,DELETED CODE
84810,DELETED CODE
84830,OVULATION TESTS
94370,BREATH AIRWAY CLOSING VOLUME
94375,RESPIRATORY FLOW VOLUME LOOP
94400,CO2 BREATHING RESPONSE CURVE
94450,HYPOXIA RESPONSE CURVE
94452,HAST W/REPORT
94453,HAST W/OXYGEN TITRATE
94610,SURFACTANT ADMIN THRU TUBE
94620,PULMONARY STRESS TEST/SIMPLE
94621,CARDIOPULM EXERCISE TESTING
94640,AIRWAY INHALATION TREATMENT
94642,AEROSOL INHALATION TREATMENT
94644,CBT 1ST HOUR
94645,CBT EACH ADDL HOUR
94650,PRESSURE BREATHING (IPPB)
94651,PRESSURE BREATHING (IPPB)
94652,PRESSURE BREATHING (IPPB)
94656,INITIAL VENTILATOR MGMT
94657,CONTINUED VENTILATOR MGMT
94660,POS AIRWAY PRESSURE CPAP
94662,NEG PRESS VENTILATION CNP
94664,EVALUATE PT USE OF INHALER
94665,AEROSOL OR VAPOR INHALATIONS
97112,NEUROMUSCULAR REEDUCATION
97113,AQUATIC THERAPY/EXERCISES
97114,DELETED CODE
97116,GAIT TRAINING THERAPY
97118,DELETED CODE
97120,DELETED CODE
97122,DELETED CODE
97124,MASSAGE THERAPY
97126,DELETED CODE
97128,DELETED CODE
97139,PHYSICAL MEDICINE PROCEDURE
97140,MANUAL THERAPY 1/> REGIONS
97145,DELETED CODE
97150,GROUP THERAPEUTIC PROCEDURES
97200,DELETED CODE
97201,DELETED CODE
97220,DELETED CODE
97221,DELETED CODE
97240,DELETED CODE
97241,DELETED CODE
97250,DELETED CODE
97260,DELETED CODE
97261,DELETED CODE
97265,DELETED CODE
97500,DELETED CODE
97501,DELETED CODE
97504,ORTHOTIC TRAINING
97520,PROSTHETIC TRAINING
97521,DELETED CODE
97530,THERAPEUTIC ACTIVITIES
97531,DELETED CODE
97532,COGNITIVE SKILLS DEVELOPMENT
90746,HEPB VACCINE 3 DOSE ADULT IM
90747,HEPB VACC 4 DOSE IMMUNSUP IM
90748,HIB-HEPB VACCINE IM
90749,VACCINE TOXOID
90750,HZV VACC RECOMBINANT IM
90751,DELETED CODE
90752,DELETED CODE
90753,DELETED CODE
90754,DELETED CODE
90755,DELETED CODE
90757,DELETED CODE
90760,"HYDRATION IV INFUSION, INIT"
90761,"HYDRATE IV INFUSION, ADD-ON"
90762,DELETED CODE
90763,DELETED CODE
90764,DELETED CODE
90765,"THER/PROPH/DIAG IV INF, INIT"
90766,"THER/PROPH/DG IV INF, ADD-ON"
90767,TX/PROPH/DG ADDL SEQ IV INF
90768,THER/DIAG CONCURRENT INF
90772,"THER/PROPH/DIAG INJ, SC/IM"
90773,"THER/PROPH/DIAG INJ, IA"
90774,"THER/PROPH/DIAG INJ, IV PUSH"
90775,TX/PRO/DX INJ NEW DRUG ADDON
90778,DELETED CODE
90779,THER/PROP/DIAG INJ/INF PROC
92615,LARYNGOSCOPIC SENSORY I&R
92616,"FEES W/LARYNGEAL SENSE TEST
"
92617,FEES W/LARYNGEAL SENSE I&R
92620,AUDITORY FUNCTION 60 MIN
92621,AUDITORY FUNCTION + 15 MIN
92625,TINNITUS ASSESSMENT
92626,EVAL AUD REHAB STATUS
92627,EVAL AUD STATUS REHAB ADD-ON
92630,AUD REHAB PRE-LING HEAR LOSS
92633,AUD REHAB POSTLING HEAR LOSS
92640,AUD BRAINSTEM IMPLT PROGRAMG
92700,ENT PROCEDURE/SERVICE
92950,HEART/LUNG RESUSCITATION CPR
92953,TEMPORARY EXTERNAL PACING
92960,CARDIOVERSION ELECTRIC EXT
92961,CARDIOVERSION ELECTRIC INT
92970,CARDIOASSIST INTERNAL
92971,CARDIOASSIST EXTERNAL
92973,PRQ CORONARY MECH THROMBECT
92974,CATH PLACE CARDIO BRACHYTX
92975,DISSOLVE CLOT HEART VESSEL
94667,CHEST WALL MANIPULATION
94668,CHEST WALL MANIPULATION
94680,EXHALED AIR ANALYSIS O2
94681,EXHALED AIR ANALYSIS O2/CO2
94690,EXHALED AIR ANALYSIS
94700,DELETED CODE
94705,DELETED CODE
94710,DELETED CODE
94715,DELETED CODE
94720,MONOXIDE DIFFUSING CAPACITY
94725,MEMBRANE DIFFUSION CAPACITY
94750,PULMONARY COMPLIANCE STUDY
94760,MEASURE BLOOD OXYGEN LEVEL
94761,MEASURE BLOOD OXYGEN LEVEL
94762,MEASURE BLOOD OXYGEN LEVEL
94770,EXHALED CARBON DIOXIDE TEST
94772,BREATH RECORDING INFANT
94774,PED HOME APNEA REC COMPL
94775,PED HOME APNEA REC HK-UP
94776,PED HOME APNEA REC DOWNLD
94777,PED HOME APNEA REC REPORT
97533,SENSORY INTEGRATION
97535,SELF CARE MNGMENT TRAINING
97537,COMMUNITY/WORK REINTEGRATION
97540,DELETED CODE
97541,DELETED CODE
97542,WHEELCHAIR MNGMENT TRAINING
97545,WORK HARDENING
97546,WORK HARDENING ADD-ON
97597,RMVL DEVITAL TIS 20 CM/<
97598,RMVL DEVITAL TIS ADDL 20CM/<
97601,"WOUND(S) CARE, SELECTIVE"
97602,WOUND(S) CARE NON-SELECTIVE
97605,NEG PRESS WOUND TX </=50 CM
90780,"IV INFUSION THERAPY, 1 HOUR"
90781,"IV INFUSION, ADDITIONAL HOUR"
90782,"INJECTION, SC/IM"
90783,"INJECTION, IA"
90784,"INJECTION, IV"
90788,INJECTION OF ANTIBIOTIC
90790,DELETED CODE
90791,PSYCH DIAGNOSTIC EVALUATION
90792,PSYCH DIAG EVAL W/MED SRVCS
90793,DELETED CODE
90794,DELETED CODE
90795,DELETED CODE
90796,DELETED CODE
90798,DELETED CODE
90799,THER/PROPHYLACTIC/DX INJECT
90801,PSY DX INTERVIEW
90802,INTAC PSY DX INTERVIEW
90804,PSYTX OFFICE 20-30 MIN
90805,PSYTX OFF 20-30 MIN W/E&M
90806,PSYTX OFF 45-50 MIN
90807,PSYTX OFF 45-50 MIN W/E&M
90808,PSYTX OFFICE 75-80 MIN
92977,DISSOLVE CLOT HEART VESSEL
92978,ENDOLUMINL IVUS OCT C 1ST
92979,ENDOLUMINL IVUS OCT C EA
92980,INSERT INTRACORONARY STENT
92981,INSERT INTRACORONARY STENT
92982,CORONARY ARTERY DILATION
92984,CORONARY ARTERY DILATION
92986,REVISION OF AORTIC VALVE
92987,REVISION OF MITRAL VALVE
92990,REVISION OF PULMONARY VALVE
92992,REVISION OF HEART CHAMBER
92993,REVISION OF HEART CHAMBER
92995,CORONARY ATHERECTOMY
92996,CORONARY ATHERECTOMY ADD-ON
92997,PUL ART BALLOON REPR PERCUT
92998,PUL ART BALLOON REPR PERCUT
93000,ELECTROCARDIOGRAM COMPLETE
94799,PULMONARY SERVICE/PROCEDURE
95000,DELETED CODE
95001,DELETED CODE
95002,DELETED CODE
95003,DELETED CODE
95004,PERCUT ALLERGY SKIN TESTS
95005,DELETED CODE
95006,DELETED CODE
95007,DELETED CODE
95010,PERCUT ALLERGY TITRATE TEST
95011,DELETED CODE
95012,EXHALED NITRIC OXIDE MEAS
95014,DELETED CODE
95015,ID ALLERGY TITRATE-DRUG/BUG
95016,DELETED CODE
95017,PERQ & ICUT ALLG TEST VENOMS
95020,DELETED CODE
95021,DELETED CODE
95022,DELETED CODE
95023,DELETED CODE
95024,ICUT ALLERGY TEST DRUG/BUG
95027,ICUT ALLERGY TITRATE-AIRBORN
95028,ICUT ALLERGY TEST-DELAYED
95030,DELETED CODE
95031,DELETED CODE
95032,DELETED CODE
95033,DELETED CODE
95034,DELETED CODE
95040,DELETED CODE
95041,DELETED CODE
95042,DELETED CODE
95043,DELETED CODE
95044,ALLERGY PATCH TESTS
95050,DELETED CODE
95051,DELETED CODE
95052,PHOTO PATCH TEST
95056,PHOTOSENSITIVITY TESTS
97606,NEG PRESS WOUND TX >50 CM
97700,DELETED CODE
97701,DELETED CODE
97703,PROSTHETIC CHECKOUT
97720,DELETED CODE
97721,DELETED CODE
97740,DELETED CODE
97741,DELETED CODE
97750,PHYSICAL PERFORMANCE TEST
97752,DELETED CODE
97755,ASSISTIVE TECHNOLOGY ASSESS
97760,ORTHOTIC MGMT&TRAINJ 1ST ENC
97761,PROSTHETIC TRAINJ 1ST ENC
97762,C/O FOR ORTHOTIC/PROSTH USE
97770,DEVEL COGNITV SKILLS 1-ON-1/15 MIN
97780,ACUPUNCTURE W/O STIMUL
97781,ACUPUNCTURE W/STIMUL
97799,PHYSICAL MEDICINE PROCEDURE
97802,MEDICAL NUTRITION INDIV IN
97803,MED NUTRITION INDIV SUBSEQ
97804,MEDICAL NUTRITION GROUP
97810,ACUPUNCT W/O STIMUL 15 MIN
97811,ACUPUNCT W/O STIMUL ADDL 15M
90809,PSYTX OFF 75-80 W/E&M
90810,INTAC PSYTX OFF 20-30 MIN
90811,INTAC PSYTX 20-30 W/E&M
90812,INTAC PSYTX OFF 45-50 MIN
90813,INTAC PSYTX 45-50 MIN W/E&M
90814,INTAC PSYTX OFF 75-80 MIN
90815,INTAC PSYTX 75-80 W/E&M
90816,PSYTX HOSP 20-30 MIN
90817,PSYTX HOSP 20-30 MIN W/E&M
90818,PSYTX HOSP 45-50 MIN
93005,ELECTROCARDIOGRAM TRACING
93010,ELECTROCARDIOGRAM REPORT
93012,TRANSMISSION OF ECG
93014,REPORT ON TRANSMITTED ECG
93015,CARDIOVASCULAR STRESS TEST
93016,CARDIOVASCULAR STRESS TEST
93017,CARDIOVASCULAR STRESS TEST
93018,CARDIOVASCULAR STRESS TEST
93024,CARDIAC DRUG STRESS TEST
93025,MICROVOLT T-WAVE ASSESS
93040,RHYTHM ECG WITH REPORT
93041,RHYTHM ECG TRACING
93042,RHYTHM ECG REPORT
93045,DELETED CODE
93201,DELETED CODE
93202,DELETED CODE
93204,DELETED CODE
93205,DELETED CODE
93208,DELETED CODE
93209,DELETED CODE
93210,DELETED CODE
93220,DELETED CODE
93221,DELETED CODE
93222,DELETED CODE
93224,ECG MONIT/REPRT UP TO 48 HRS
95060,EYE ALLERGY TESTS
95065,NOSE ALLERGY TEST
95070,BRONCHIAL ALLERGY TESTS
95071,BRONCHIAL ALLERGY TESTS
95075,INGESTION CHALLENGE TEST
95077,DELETED CODE
95078,PROVOCATIVE TESTING
95080,DELETED CODE
95081,DELETED CODE
95082,DELETED CODE
95105,DELETED CODE
95115,IMMUNOTHERAPY ONE INJECTION
95117,IMMUNOTHERAPY INJECTIONS
95120,IMMUNOTHERAPY ONE INJECTION
95125,IMMUNOTHERAPY 2/> INJECTIONS
95130,IMMNTX 1 STING INSECT
95131,IMMNTX 2 STING INSECTS
95132,IMMNTX 3 STING INSECTS
95133,IMMNTX 4 STING INSECTS
95134,IMMNTX 5 STING INSECTS
95135,DELETED CODE
95140,DELETED CODE
97813,ACUPUNCT W/STIMUL 15 MIN
97814,ACUPUNCT W/STIMUL ADDL 15M
98900,DELETED CODE
98901,DELETED CODE
98902,DELETED CODE
98910,DELETED CODE
98911,DELETED CODE
98912,DELETED CODE
98920,DELETED CODE
98921,DELETED CODE
98922,DELETED CODE
98925,OSTEOPATH MANJ 1-2 REGIONS
98926,OSTEOPATH MANJ 3-4 REGIONS
98927,OSTEOPATH MANJ 5-6 REGIONS
98928,OSTEOPATH MANJ 7-8 REGIONS
98929,OSTEOPATH MANJ 9-10 REGIONS
98940,CHIROPRACT MANJ 1-2 REGIONS
98941,CHIROPRACT MANJ 3-4 REGIONS
98942,CHIROPRACTIC MANJ 5 REGIONS
98943,CHIROPRACT MANJ XTRSPINL 1/>
98960,SELF-MGMT EDUC & TRAIN 1 PT
98961,SELF-MGMT EDUC/TRAIN 2-4 PT
98962,SELF-MGMT EDUC/TRAIN 5-8 PT
99000,SPECIMEN HANDLING OFFICE-LAB
90819,PSYTX HOSP 45-50 MIN W/E&M
90820,DELETED CODE
90821,PSYTX HOSP 75-80 MIN
90822,PSYTX HOSP 75-80 MIN W/E&M
90823,INTAC PSYTX HOSP 20-30 MIN
90824,INTAC PSYTX HSP 20-30 W/E&M
90825,DELETED CODE
90826,INTAC PSYTX HOSP 45-50 MIN
90827,INTAC PSYTX HSP 45-50 W/E&M
90828,INTAC PSYTX HOSP 75-80 MIN
90829,INTAC PSYTX HSP 75-80 W/E&M
90830,DELETED CODE
93225,ECG MONIT/REPRT UP TO 48 HRS
93226,ECG MONIT/REPRT UP TO 48 HRS
93227,ECG MONIT/REPRT UP TO 48 HRS
93230,"ECG MONITOR/REPORT, 24 HRS"
93231,"ECG MONITOR/RECORD, 24 HRS"
93232,"ECG MONITOR/REPORT, 24 HRS"
93233,"ECG MONITOR/REVIEW, 24 HRS"
93235,"ECG MONITOR/REPORT, 24 HRS"
93236,"ECG MONITOR/REPORT, 24 HRS"
93237,"ECG MONITOR/REVIEW, 24 HRS"
93255,DELETED CODE
93258,DELETED CODE
93259,DELETED CODE
95144,ANTIGEN THERAPY SERVICES
95145,ANTIGEN THERAPY SERVICES
95146,ANTIGEN THERAPY SERVICES
95147,ANTIGEN THERAPY SERVICES
95148,ANTIGEN THERAPY SERVICES
95149,ANTIGEN THERAPY SERVICES
95150,DELETED CODE
95155,DELETED CODE
95160,DELETED CODE
95165,ANTIGEN THERAPY SERVICES
95170,ANTIGEN THERAPY SERVICES
95180,RAPID DESENSITIZATION
95199,ALLERGY IMMUNOLOGY SERVICES
95250,CONT GLUC MNTR PHYS/QHP EQP
95251,CONT GLUC MNTR ANALYSIS I&R
95805,MULTIPLE SLEEP LATENCY TEST
95806,SLEEP STUDY UNATT&RESP EFFT
99001,SPECIMEN HANDLING PT-LAB
99002,DEVICE HANDLING PHYS/QHP
99012,DELETED CODE
99013,DELETED CODE
99014,DELETED CODE
99015,DELETED CODE
99024,POSTOP FOLLOW-UP VISIT
99025,INITIAL SURGICAL EVALUATION
99026,IN-HOSPITAL ON CALL SERVICE
99027,OUT-OF-HOSP ON CALL SERVICE
99050,MEDICAL SERVICES AFTER HRS
99051,MED SERV EVE/WKEND/HOLIDAY
99052,MEDICAL SERVICES AT NIGHT
99053,MED SERV 10PM-8AM 24 HR FAC
99054,"MEDICAL SERVCS, UNUSUAL HRS"
99056,MED SERVICE OUT OF OFFICE
99058,OFFICE EMERGENCY CARE
99060,OUT OF OFFICE EMERG MED SERV
99062,DELETED CODE
99064,DELETED CODE
99065,DELETED CODE
90831,DELETED CODE
90835,DELETED CODE
90841,DELETED CODE
90842,DELETED CODE
90843,DELETED CODE
90844,DELETED CODE
90845,PSYCHOANALYSIS
90846,FAMILY PSYTX W/O PT 50 MIN
90847,FAMILY PSYTX W/PT 50 MIN
90848,DELETED CODE
90849,MULTIPLE FAMILY GROUP PSYTX
90853,GROUP PSYCHOTHERAPY
90855,DELETED CODE
90857,INTAC GROUP PSYTX
90862,MEDICATION MANAGEMENT
90865,NARCOSYNTHESIS
90870,ELECTROCONVULSIVE THERAPY
90871,ELECTROCONVULSIVE THERAPY
90872,DELETED CODE
90875,PSYCHOPHYSIOLOGICAL THERAPY
90876,PSYCHOPHYSIOLOGICAL THERAPY
90880,HYPNOTHERAPY
90882,ENVIRONMENTAL MANIPULATION
90885,PSY EVALUATION OF RECORDS
90887,CONSULTATION WITH FAMILY
90889,PREPARATION OF REPORT
93262,DELETED CODE
93263,DELETED CODE
93266,DELETED CODE
93268,ECG RECORD/REVIEW
93269,DELETED CODE
93270,REMOTE 30 DAY ECG REV/REPORT
93271,ECG/MONITORING AND ANALYSIS
93272,ECG/REVIEW INTERPRET ONLY
93273,DELETED CODE
93274,DELETED CODE
93275,DELETED CODE
93276,DELETED CODE
93277,DELETED CODE
93278,ECG/SIGNAL-AVERAGED
93280,PM DEVICE PROGR EVAL DUAL
93300,DELETED CODE
93303,ECHO TRANSTHORACIC
93304,ECHO TRANSTHORACIC
93305,DELETED CODE
93307,TTE W/O DOPPLER COMPLETE
93308,TTE F-UP OR LMTD
93309,DELETED CODE
93312,ECHO TRANSESOPHAGEAL
95807,SLEEP STUDY ATTENDED
95808,POLYSOM ANY AGE 1-3> PARAM
95810,POLYSOM 6/> YRS 4/> PARAM
95811,POLYSOM 6/>YRS CPAP 4/> PARM
95812,EEG 41-60 MINUTES
95813,EEG OVER 1 HOUR
95816,EEG AWAKE AND DROWSY
95817,DELETED CODE
95819,EEG AWAKE AND ASLEEP
95821,DELETED CODE
95822,EEG COMA OR SLEEP ONLY
95823,DELETED CODE
95824,EEG CEREBRAL DEATH ONLY
95826,DELETED CODE
95827,EEG ALL NIGHT RECORDING
95828,DELETED CODE
95829,SURGERY ELECTROCORTICOGRAM
95830,INSERT ELECTRODES FOR EEG
95831,LIMB MUSCLE TESTING MANUAL
95832,HAND MUSCLE TESTING MANUAL
95833,BODY MUSCLE TESTING MANUAL
95834,BODY MUSCLE TESTING MANUAL
95842,DELETED CODE
95851,RANGE OF MOTION MEASUREMENTS
90035,DELETED CODE
90036,DELETED CODE
90037,DELETED CODE
90038,DELETED CODE
90039,DELETED CODE
90040,DELETED CODE
90041,DELETED CODE
90042,DELETED CODE
90043,DELETED CODE
90044,DELETED CODE
90045,DELETED CODE
90046,DELETED CODE
90047,DELETED CODE
90048,DELETED CODE
90049,DELETED CODE
90050,DELETED CODE
90051,DELETED CODE
90052,DELETED CODE
90053,DELETED CODE
90054,DELETED CODE
90055,DELETED CODE
90056,DELETED CODE
90057,DELETED CODE
90058,DELETED CODE
90059,DELETED CODE
90060,DELETED CODE
90061,DELETED CODE
90062,DELETED CODE
90063,DELETED CODE
90064,DELETED CODE
90065,DELETED CODE
90066,DELETED CODE
90067,DELETED CODE
90068,DELETED CODE
90069,DELETED CODE
90070,DELETED CODE
90071,DELETED CODE
90072,DELETED CODE
90073,DELETED CODE
90074,DELETED CODE
90075,DELETED CODE
90076,DELETED CODE
90077,DELETED CODE
90078,DELETED CODE
90079,DELETED CODE
90080,DELETED CODE
90100,DELETED CODE
90101,DELETED CODE
90102,DELETED CODE
90103,DELETED CODE
90104,DELETED CODE
90105,DELETED CODE
90106,DELETED CODE
90107,DELETED CODE
90108,DELETED CODE
90109,DELETED CODE
90110,DELETED CODE
90111,DELETED CODE
90112,DELETED CODE
90113,DELETED CODE
90114,DELETED CODE
90115,DELETED CODE
90116,DELETED CODE
90117,DELETED CODE
90118,DELETED CODE
90119,DELETED CODE
90120,DELETED CODE
90121,DELETED CODE
90899,PSYCHIATRIC SERVICE/THERAPY
90900,DELETED CODE
90901,BIOFEEDBACK TRAIN ANY METH
90902,DELETED CODE
90904,DELETED CODE
90906,DELETED CODE
90908,DELETED CODE
90910,DELETED CODE
90911,BIOFEEDBACK PERI/URO/RECTAL
90915,DELETED CODE
90918,"ESRD RELATED SERVICES, MONTH"
90919,"ESRD RELATED SERVICES, MONTH"
90920,"ESRD RELATED SERVICES, MONTH"
90921,"ESRD RELATED SERVICES, MONTH"
90922,"ESRD RELATED SERVICES, DAY"
90923,"ESRD RELATED SERVICES, DAY"
90924,"ESRD RELATED SERVICES, DAY"
90925,"ESRD RELATED SERVICES, DAY"
90935,HEMODIALYSIS ONE EVALUATION
90937,HEMODIALYSIS REPEATED EVAL
90939,"HEMODIALYSIS STUDY, TRANSCUT"
90940,HEMODIALYSIS ACCESS STUDY
90941,DELETED CODE
90942,DELETED CODE
90943,DELETED CODE
93313,ECHO TRANSESOPHAGEAL
93314,ECHO TRANSESOPHAGEAL
93315,ECHO TRANSESOPHAGEAL
93316,ECHO TRANSESOPHAGEAL
93317,ECHO TRANSESOPHAGEAL
93318,ECHO TRANSESOPHAGEAL INTRAOP
93320,DOPPLER ECHO EXAM HEART
93321,DOPPLER ECHO EXAM HEART
93325,DOPPLER COLOR FLOW ADD-ON
93350,STRESS TTE ONLY
93501,RIGHT HEART CATHETERIZATION
93503,INSERT/PLACE HEART CATHETER
93505,BIOPSY OF HEART LINING
93508,"CATH PLACEMENT, ANGIOGRAPHY"
93510,LEFT HEART CATHETERIZATION
95852,RANGE OF MOTION MEASUREMENTS
95857,CHOLINESTERASE CHALLENGE
95858,TENSILON TEST & MYOGRAM
95860,MUSCLE TEST ONE LIMB
95861,MUSCLE TEST 2 LIMBS
95863,MUSCLE TEST 3 LIMBS
95864,MUSCLE TEST 4 LIMBS
95865,MUSCLE TEST LARYNX
95866,MUSCLE TEST HEMIDIAPHRAGM
95867,MUSCLE TEST CRAN NERV UNILAT
95868,MUSCLE TEST CRAN NERVE BILAT
95869,MUSCLE TEST THOR PARASPINAL
95870,MUSCLE TEST NONPARASPINAL
95872,MUSCLE TEST ONE FIBER
95873,GUIDE NERV DESTR ELEC STIM
95874,GUIDE NERV DESTR NEEDLE EMG
95875,LIMB EXERCISE TEST
95880,DELETED CODE
95881,DELETED CODE
95882,DELETED CODE
95883,DELETED CODE
95900,MOTOR NERVE CONDUCTION TEST
95903,MOTOR NERVE CONDUCTION TEST
90122,DELETED CODE
90123,DELETED CODE
90124,DELETED CODE
90125,DELETED CODE
90126,DELETED CODE
90127,DELETED CODE
90128,DELETED CODE
90129,DELETED CODE
90130,DELETED CODE
90131,DELETED CODE
90132,DELETED CODE
90133,DELETED CODE
90134,DELETED CODE
90135,DELETED CODE
90136,DELETED CODE
90137,DELETED CODE
90138,DELETED CODE
90139,DELETED CODE
90140,DELETED CODE
90141,DELETED CODE
90142,DELETED CODE
90143,DELETED CODE
90144,DELETED CODE
90145,DELETED CODE
90146,DELETED CODE
90147,DELETED CODE
90148,DELETED CODE
90149,DELETED CODE
90150,DELETED CODE
90151,DELETED CODE
90152,DELETED CODE
90153,DELETED CODE
90154,DELETED CODE
90155,DELETED CODE
90156,DELETED CODE
90157,DELETED CODE
90158,DELETED CODE
90159,DELETED CODE
90160,DELETED CODE
90161,DELETED CODE
90162,DELETED CODE
90163,DELETED CODE
90164,DELETED CODE
90165,DELETED CODE
90166,DELETED CODE
90167,DELETED CODE
90168,DELETED CODE
90169,DELETED CODE
90170,DELETED CODE
90200,DELETED CODE
90201,DELETED CODE
90202,DELETED CODE
90203,DELETED CODE
90204,DELETED CODE
90205,DELETED CODE
90206,DELETED CODE
90207,DELETED CODE
90208,DELETED CODE
90209,DELETED CODE
90210,DELETED CODE
90211,DELETED CODE
90212,DELETED CODE
90213,DELETED CODE
90214,DELETED CODE
90215,DELETED CODE
90216,DELETED CODE
90217,DELETED CODE
90218,DELETED CODE
90944,DELETED CODE
90945,DIALYSIS ONE EVALUATION
90947,DIALYSIS REPEATED EVAL
90951,ESRD SERV 4 VISITS P MO <2YR
90952,ESRD SERV 2-3 VSTS P MO <2YR
90953,ESRD SERV 1 VISIT P MO <2YRS
90954,ESRD SERV 4 VSTS P MO 2-11
90955,ESRD SRV 2-3 VSTS P MO 2-11
90956,ESRD SRV 1 VISIT P MO 2-11
90957,ESRD SRV 4 VSTS P MO 12-19
90958,ESRD SRV 2-3 VSTS P MO 12-19
93511,LEFT HEART CATHETERIZATION
93514,LEFT HEART CATHETERIZATION
93515,DELETED CODE
93524,LEFT HEART CATHETERIZATION
93526,RT & LT HEART CATHETERS
93527,RT & LT HEART CATHETERS
93528,RT & LT HEART CATHETERS
93529,"RT, LT HEART CATHETERIZATION"
93530,RT HEART CATH CONGENITAL
93531,R & L HEART CATH CONGENITAL
93532,R & L HEART CATH CONGENITAL
93533,R & L HEART CATH CONGENITAL
93535,DELETED CODE
93536,INSERT CIRCULATION ASSI
93539,"INJECTION, CARDIAC CATH"
93540,"INJECTION, CARDIAC CATH"
93541,INJECTION FOR LUNG ANGIOGRAM
93542,INJECTION FOR HEART X-RAYS
93543,INJECTION FOR HEART X-RAYS
95904,SENSE NERVE CONDUCTION TEST
95920,INTRAOP NERVE TEST ADD-ON
95921,AUTONOMIC NRV PARASYM INERVJ
95922,AUTONOMIC NRV ADRENRG INERVJ
95923,AUTONOMIC NRV SYST FUNJ TEST
95925,SOMATOSENSORY TESTING
95926,SOMATOSENSORY TESTING
95927,SOMATOSENSORY TESTING
95928,C MOTOR EVOKED UPPR LIMBS
95929,C MOTOR EVOKED LWR LIMBS
95930,VISUAL EP TEST CNS W/I&R
95933,BLINK REFLEX TEST
95934,H-REFLEX TEST
95935,DELETED CODE
95936,H-REFLEX TEST
95937,NEUROMUSCULAR JUNCTION TEST
95950,AMBULATORY EEG MONITORING
90219,DELETED CODE
90220,DELETED CODE
90225,DELETED CODE
90240,DELETED CODE
90241,DELETED CODE
90242,DELETED CODE
90243,DELETED CODE
90244,DELETED CODE
90245,DELETED CODE
90246,DELETED CODE
90247,DELETED CODE
90248,DELETED CODE
90249,DELETED CODE
90250,DELETED CODE
90251,DELETED CODE
90252,DELETED CODE
90253,DELETED CODE
90254,DELETED CODE
